complaint_id,precinct,borough,offense_level,offense_type,occurred_at,hour,is_night,population,source
MOCK-000198,14,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-03-04T19:37:01,19,0,60000,MOCK_NYPD_V1
MOCK-000199,14,MANHATTAN,FELONY,GRAND LARCENY,2026-03-18T05:46:10,5,1,60000,MOCK_NYPD_V1
MOCK-000200,14,MANHATTAN,FELONY,FELONY ASSAULT,2026-03-19T02:04:07,2,1,60000,MOCK_NYPD_V1
MOCK-000201,14,MANHATTAN,FELONY,ROBBERY,2026-03-23T10:38:13,10,0,60000,MOCK_NYPD_V1
MOCK-000202,14,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-03-29T14:02:19,14,0,60000,MOCK_NYPD_V1
MOCK-000203,14,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-04-01T05:06:52,5,1,60000,MOCK_NYPD_V1
MOCK-000204,14,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-04-02T11:38:57,11,0,60000,MOCK_NYPD_V1
MOCK-000205,14,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-04-05T07:27:30,7,0,60000,MOCK_NYPD_V1
MOCK-000206,14,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-04-09T04:11:51,4,1,60000,MOCK_NYPD_V1
MOCK-000207,14,MANHATTAN,FELONY,GRAND LARCENY,2026-04-13T20:03:27,20,1,60000,MOCK_NYPD_V1
MOCK-000208,14,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-04-23T13:32:51,13,0,60000,MOCK_NYPD_V1
MOCK-000209,14,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-04-25T23:10:53,23,1,60000,MOCK_NYPD_V1
MOCK-000210,14,MANHATTAN,FELONY,BURGLARY,2026-04-30T11:13:19,11,0,60000,MOCK_NYPD_V1
MOCK-000211,14,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-05-03T21:37:36,21,1,60000,MOCK_NYPD_V1
MOCK-000212,14,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-05-05T23:11:43,23,1,60000,MOCK_NYPD_V1
MOCK-000213,14,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-05-07T05:09:27,5,1,60000,MOCK_NYPD_V1
MOCK-000214,14,MANHATTAN,FELONY,ROBBERY,2026-05-08T16:07:33,16,0,60000,MOCK_NYPD_V1
MOCK-000215,14,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-05-08T16:38:34,16,0,60000,MOCK_NYPD_V1
MOCK-000216,14,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-05-11T01:07:47,1,1,60000,MOCK_NYPD_V1
MOCK-000217,14,MANHATTAN,FELONY,FELONY ASSAULT,2026-05-13T15:56:20,15,0,60000,MOCK_NYPD_V1
MOCK-000218,14,MANHATTAN,FELONY,BURGLARY,2026-05-24T13:32:25,13,0,60000,MOCK_NYPD_V1
MOCK-000219,14,MANHATTAN,FELONY,BURGLARY,2026-05-26T09:57:22,9,0,60000,MOCK_NYPD_V1
MOCK-000220,14,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-05-26T14:24:41,14,0,60000,MOCK_NYPD_V1
MOCK-000221,14,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-06-02T23:44:44,23,1,60000,MOCK_NYPD_V1
MOCK-000222,14,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-06-11T08:19:13,8,0,60000,MOCK_NYPD_V1
MOCK-000223,14,MANHATTAN,FELONY,FELONY ASSAULT,2026-06-15T17:29:59,17,0,60000,MOCK_NYPD_V1
MOCK-000224,14,MANHATTAN,FELONY,GRAND LARCENY,2026-06-19T10:48:58,10,0,60000,MOCK_NYPD_V1
MOCK-000225,18,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-07-02T19:03:32,19,0,60000,MOCK_NYPD_V1
MOCK-000226,18,MANHATTAN,FELONY,BURGLARY,2025-07-04T21:51:14,21,1,60000,MOCK_NYPD_V1
MOCK-000227,18,MANHATTAN,FELONY,GRAND LARCENY,2025-07-05T19:06:20,19,0,60000,MOCK_NYPD_V1
MOCK-000228,18,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-07-09T11:30:21,11,0,60000,MOCK_NYPD_V1
MOCK-000229,18,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-07-17T17:01:37,17,0,60000,MOCK_NYPD_V1
MOCK-000230,18,MANHATTAN,FELONY,ROBBERY,2025-07-26T05:43:31,5,1,60000,MOCK_NYPD_V1
MOCK-000231,18,MANHATTAN,FELONY,ROBBERY,2025-07-28T11:12:52,11,0,60000,MOCK_NYPD_V1
MOCK-000232,18,MANHATTAN,FELONY,BURGLARY,2025-07-31T21:55:32,21,1,60000,MOCK_NYPD_V1
MOCK-000233,18,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-08-01T17:48:35,17,0,60000,MOCK_NYPD_V1
MOCK-000234,18,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-08-02T12:09:18,12,0,60000,MOCK_NYPD_V1
MOCK-000235,18,MANHATTAN,FELONY,BURGLARY,2025-08-05T23:16:08,23,1,60000,MOCK_NYPD_V1
MOCK-000236,18,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-08-06T17:54:49,17,0,60000,MOCK_NYPD_V1
MOCK-000237,18,MANHATTAN,FELONY,ROBBERY,2025-08-08T03:48:11,3,1,60000,MOCK_NYPD_V1
MOCK-000238,18,MANHATTAN,FELONY,GRAND LARCENY,2025-08-13T04:04:51,4,1,60000,MOCK_NYPD_V1
MOCK-000239,18,MANHATTAN,FELONY,ROBBERY,2025-08-13T11:53:03,11,0,60000,MOCK_NYPD_V1
MOCK-000240,18,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-08-19T03:01:29,3,1,60000,MOCK_NYPD_V1
MOCK-000241,18,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-08-21T12:44:27,12,0,60000,MOCK_NYPD_V1
MOCK-000242,18,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-08-21T18:06:58,18,0,60000,MOCK_NYPD_V1
MOCK-000243,18,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-08-23T07:10:26,7,0,60000,MOCK_NYPD_V1
MOCK-000244,18,MANHATTAN,FELONY,BURGLARY,2025-08-30T14:29:47,14,0,60000,MOCK_NYPD_V1
MOCK-000245,18,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-08-30T18:30:11,18,0,60000,MOCK_NYPD_V1
MOCK-000246,18,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-16T12:43:18,12,0,60000,MOCK_NYPD_V1
MOCK-000247,18,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-09-21T18:44:40,18,0,60000,MOCK_NYPD_V1
MOCK-000248,18,MANHATTAN,FELONY,GRAND LARCENY,2025-09-30T20:02:09,20,1,60000,MOCK_NYPD_V1
MOCK-000249,18,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-10-08T19:34:17,19,0,60000,MOCK_NYPD_V1
MOCK-000250,18,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-10-11T08:16:39,8,0,60000,MOCK_NYPD_V1
MOCK-000251,18,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-10-16T09:03:42,9,0,60000,MOCK_NYPD_V1
MOCK-000252,18,MANHATTAN,FELONY,FELONY ASSAULT,2025-10-18T05:48:07,5,1,60000,MOCK_NYPD_V1
MOCK-000253,18,MANHATTAN,FELONY,GRAND LARCENY,2025-10-20T18:27:19,18,0,60000,MOCK_NYPD_V1
MOCK-000254,18,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-10-21T11:59:20,11,0,60000,MOCK_NYPD_V1
MOCK-000255,18,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-11-02T21:00:17,21,1,60000,MOCK_NYPD_V1
MOCK-000256,18,MANHATTAN,FELONY,BURGLARY,2025-11-04T03:24:44,3,1,60000,MOCK_NYPD_V1
MOCK-000257,18,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-11-04T03:46:02,3,1,60000,MOCK_NYPD_V1
MOCK-000258,18,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-11-06T03:27:51,3,1,60000,MOCK_NYPD_V1
MOCK-000259,18,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-11-09T13:56:17,13,0,60000,MOCK_NYPD_V1
MOCK-000260,18,MANHATTAN,FELONY,GRAND LARCENY,2025-11-11T03:14:38,3,1,60000,MOCK_NYPD_V1
MOCK-000261,18,MANHATTAN,FELONY,BURGLARY,2025-11-15T14:12:39,14,0,60000,MOCK_NYPD_V1
MOCK-000262,18,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-11-16T17:24:36,17,0,60000,MOCK_NYPD_V1
MOCK-000263,18,MANHATTAN,FELONY,GRAND LARCENY,2025-11-17T20:47:09,20,1,60000,MOCK_NYPD_V1
MOCK-000264,18,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-18T09:33:05,9,0,60000,MOCK_NYPD_V1
MOCK-000265,18,MANHATTAN,FELONY,GRAND LARCENY,2025-11-25T09:03:05,9,0,60000,MOCK_NYPD_V1
MOCK-000266,18,MANHATTAN,FELONY,ROBBERY,2025-12-03T14:36:51,14,0,60000,MOCK_NYPD_V1
MOCK-000267,18,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-12-09T05:26:44,5,1,60000,MOCK_NYPD_V1
MOCK-000268,18,MANHATTAN,FELONY,FELONY ASSAULT,2025-12-10T05:42:31,5,1,60000,MOCK_NYPD_V1
MOCK-000269,18,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-12-12T03:10:28,3,1,60000,MOCK_NYPD_V1
MOCK-000270,18,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-12-23T21:59:42,21,1,60000,MOCK_NYPD_V1
MOCK-000271,18,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-01-07T15:07:38,15,0,60000,MOCK_NYPD_V1
MOCK-000272,18,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-01-13T12:16:44,12,0,60000,MOCK_NYPD_V1
MOCK-000273,18,MANHATTAN,FELONY,FELONY ASSAULT,2026-01-15T17:38:53,17,0,60000,MOCK_NYPD_V1
MOCK-000274,18,MANHATTAN,FELONY,ROBBERY,2026-01-16T10:05:52,10,0,60000,MOCK_NYPD_V1
MOCK-000275,18,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-01-18T22:42:31,22,1,60000,MOCK_NYPD_V1
MOCK-000276,18,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-01-21T01:35:01,1,1,60000,MOCK_NYPD_V1
MOCK-000277,18,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-01-27T22:55:31,22,1,60000,MOCK_NYPD_V1
MOCK-000278,18,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-01-30T03:27:40,3,1,60000,MOCK_NYPD_V1
MOCK-000279,18,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-02-04T03:59:22,3,1,60000,MOCK_NYPD_V1
MOCK-000280,18,MANHATTAN,FELONY,GRAND LARCENY,2026-02-04T06:07:23,6,0,60000,MOCK_NYPD_V1
MOCK-000281,18,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-02-15T18:22:57,18,0,60000,MOCK_NYPD_V1
MOCK-000282,18,MANHATTAN,FELONY,BURGLARY,2026-02-22T23:15:02,23,1,60000,MOCK_NYPD_V1
MOCK-000283,18,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-02-26T01:33:06,1,1,60000,MOCK_NYPD_V1
MOCK-000284,18,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-03-04T14:06:31,14,0,60000,MOCK_NYPD_V1
MOCK-000285,18,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-03-05T11:11:34,11,0,60000,MOCK_NYPD_V1
MOCK-000286,18,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-03-19T16:13:22,16,0,60000,MOCK_NYPD_V1
MOCK-000287,18,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-03-20T11:55:53,11,0,60000,MOCK_NYPD_V1
MOCK-000288,18,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-03-21T06:33:13,6,0,60000,MOCK_NYPD_V1
MOCK-000289,18,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-03-25T16:10:23,16,0,60000,MOCK_NYPD_V1
MOCK-000290,18,MANHATTAN,FELONY,ROBBERY,2026-03-29T08:16:54,8,0,60000,MOCK_NYPD_V1
MOCK-000291,18,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-04-09T23:56:42,23,1,60000,MOCK_NYPD_V1
MOCK-000292,18,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-04-18T07:51:27,7,0,60000,MOCK_NYPD_V1
MOCK-000293,18,MANHATTAN,FELONY,GRAND LARCENY,2026-04-19T10:46:12,10,0,60000,MOCK_NYPD_V1
MOCK-000294,18,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-04-22T21:27:09,21,1,60000,MOCK_NYPD_V1
MOCK-000295,18,MANHATTAN,FELONY,ROBBERY,2026-04-22T21:29:28,21,1,60000,MOCK_NYPD_V1
MOCK-000296,18,MANHATTAN,FELONY,BURGLARY,2026-05-01T00:59:25,0,1,60000,MOCK_NYPD_V1
MOCK-000297,18,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-05-08T11:07:53,11,0,60000,MOCK_NYPD_V1
MOCK-000298,18,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-05-10T08:59:31,8,0,60000,MOCK_NYPD_V1
MOCK-000299,18,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-05-10T16:29:40,16,0,60000,MOCK_NYPD_V1
MOCK-000300,18,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-05-11T15:59:35,15,0,60000,MOCK_NYPD_V1
MOCK-000301,18,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-05-18T10:22:47,10,0,60000,MOCK_NYPD_V1
MOCK-000302,18,MANHATTAN,FELONY,BURGLARY,2026-05-21T14:47:34,14,0,60000,MOCK_NYPD_V1
MOCK-000303,18,MANHATTAN,FELONY,FELONY ASSAULT,2026-05-29T21:08:33,21,1,60000,MOCK_NYPD_V1
MOCK-000304,18,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-06-02T08:14:49,8,0,60000,MOCK_NYPD_V1
MOCK-000305,18,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-06-02T13:05:57,13,0,60000,MOCK_NYPD_V1
MOCK-000306,18,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-06-09T15:44:31,15,0,60000,MOCK_NYPD_V1
MOCK-000307,18,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-06-16T19:31:18,19,0,60000,MOCK_NYPD_V1
MOCK-000308,18,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-06-24T23:35:09,23,1,60000,MOCK_NYPD_V1
MOCK-000309,18,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-06-28T06:02:34,6,0,60000,MOCK_NYPD_V1
MOCK-000310,18,MANHATTAN,FELONY,BURGLARY,2026-06-29T05:37:39,5,1,60000,MOCK_NYPD_V1
MOCK-000311,19,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-07-05T19:40:36,19,0,120000,MOCK_NYPD_V1
MOCK-000312,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-07-06T06:38:58,6,0,120000,MOCK_NYPD_V1
MOCK-000313,19,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-07-07T17:41:51,17,0,120000,MOCK_NYPD_V1
MOCK-000314,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-07-12T09:33:39,9,0,120000,MOCK_NYPD_V1
MOCK-000315,19,MANHATTAN,FELONY,ROBBERY,2025-07-12T17:35:05,17,0,120000,MOCK_NYPD_V1
MOCK-000316,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-07-22T13:43:21,13,0,120000,MOCK_NYPD_V1
MOCK-000317,19,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-07-27T05:32:28,5,1,120000,MOCK_NYPD_V1
MOCK-000318,19,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-07-28T01:06:13,1,1,120000,MOCK_NYPD_V1
MOCK-000319,19,MANHATTAN,FELONY,FELONY ASSAULT,2025-08-03T12:10:56,12,0,120000,MOCK_NYPD_V1
MOCK-000320,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-08-04T07:12:11,7,0,120000,MOCK_NYPD_V1
MOCK-000321,19,MANHATTAN,FELONY,ROBBERY,2025-08-05T06:39:53,6,0,120000,MOCK_NYPD_V1
MOCK-000322,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-08-07T07:06:11,7,0,120000,MOCK_NYPD_V1
MOCK-000323,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-08-11T17:22:38,17,0,120000,MOCK_NYPD_V1
MOCK-000324,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-08-15T01:49:50,1,1,120000,MOCK_NYPD_V1
MOCK-000325,19,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-08-16T03:11:09,3,1,120000,MOCK_NYPD_V1
MOCK-000326,19,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-08-16T14:17:56,14,0,120000,MOCK_NYPD_V1
MOCK-000327,19,MANHATTAN,FELONY,ROBBERY,2025-08-16T19:10:45,19,0,120000,MOCK_NYPD_V1
MOCK-000328,19,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-08-21T20:15:53,20,1,120000,MOCK_NYPD_V1
MOCK-000329,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-08-22T12:56:46,12,0,120000,MOCK_NYPD_V1
MOCK-000330,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-08-23T08:10:36,8,0,120000,MOCK_NYPD_V1
MOCK-000331,19,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-08-27T20:28:30,20,1,120000,MOCK_NYPD_V1
MOCK-000332,19,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-08-28T01:34:47,1,1,120000,MOCK_NYPD_V1
MOCK-000333,19,MANHATTAN,FELONY,FELONY ASSAULT,2025-09-02T12:02:17,12,0,120000,MOCK_NYPD_V1
MOCK-000334,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-09-03T13:21:05,13,0,120000,MOCK_NYPD_V1
MOCK-000335,19,MANHATTAN,FELONY,GRAND LARCENY,2025-09-06T08:27:40,8,0,120000,MOCK_NYPD_V1
MOCK-000336,19,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-09-10T07:42:09,7,0,120000,MOCK_NYPD_V1
MOCK-000337,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-09-18T12:10:15,12,0,120000,MOCK_NYPD_V1
MOCK-000338,19,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-09-21T19:25:44,19,0,120000,MOCK_NYPD_V1
MOCK-000339,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-09-25T22:02:18,22,1,120000,MOCK_NYPD_V1
MOCK-000340,19,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-09-26T03:29:46,3,1,120000,MOCK_NYPD_V1
MOCK-000341,19,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-10-12T15:11:44,15,0,120000,MOCK_NYPD_V1
MOCK-000342,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-10-17T05:03:02,5,1,120000,MOCK_NYPD_V1
MOCK-000343,19,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-10-20T00:54:13,0,1,120000,MOCK_NYPD_V1
MOCK-000344,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-10-27T06:16:27,6,0,120000,MOCK_NYPD_V1
MOCK-000345,19,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-10-27T09:43:43,9,0,120000,MOCK_NYPD_V1
MOCK-000346,19,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-10-31T15:49:53,15,0,120000,MOCK_NYPD_V1
MOCK-000347,19,MANHATTAN,FELONY,BURGLARY,2025-11-03T14:40:23,14,0,120000,MOCK_NYPD_V1
MOCK-000348,19,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-11-06T08:35:48,8,0,120000,MOCK_NYPD_V1
MOCK-000349,19,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-11-06T20:34:56,20,1,120000,MOCK_NYPD_V1
MOCK-000350,19,MANHATTAN,FELONY,GRAND LARCENY,2025-11-07T03:44:25,3,1,120000,MOCK_NYPD_V1
MOCK-000351,19,MANHATTAN,FELONY,FELONY ASSAULT,2025-11-08T02:45:45,2,1,120000,MOCK_NYPD_V1
MOCK-000352,19,MANHATTAN,FELONY,FELONY ASSAULT,2025-11-17T00:32:22,0,1,120000,MOCK_NYPD_V1
MOCK-000353,19,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-11-18T01:52:34,1,1,120000,MOCK_NYPD_V1
MOCK-000354,19,MANHATTAN,FELONY,ROBBERY,2025-11-18T23:24:41,23,1,120000,MOCK_NYPD_V1
MOCK-000355,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-11-19T16:10:21,16,0,120000,MOCK_NYPD_V1
MOCK-000356,19,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-11-23T11:51:47,11,0,120000,MOCK_NYPD_V1
MOCK-000357,19,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-11-27T00:14:21,0,1,120000,MOCK_NYPD_V1
MOCK-000358,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2025-11-27T05:15:47,5,1,120000,MOCK_NYPD_V1
MOCK-000359,19,MANHATTAN,FELONY,FELONY ASSAULT,2025-11-28T09:10:26,9,0,120000,MOCK_NYPD_V1
MOCK-000360,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-11-28T18:45:29,18,0,120000,MOCK_NYPD_V1
MOCK-000361,19,MANHATTAN,FELONY,GRAND LARCENY,2025-11-29T13:23:21,13,0,120000,MOCK_NYPD_V1
MOCK-000362,19,MANHATTAN,FELONY,FELONY ASSAULT,2025-12-03T03:08:45,3,1,120000,MOCK_NYPD_V1
MOCK-000363,19,MANHATTAN,FELONY,GRAND LARCENY,2025-12-03T12:16:31,12,0,120000,MOCK_NYPD_V1
MOCK-000364,19,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-12-08T13:42:19,13,0,120000,MOCK_NYPD_V1
MOCK-000365,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-12-10T23:21:50,23,1,120000,MOCK_NYPD_V1
MOCK-000366,19,MANHATTAN,FELONY,GRAND LARCENY,2025-12-12T02:12:08,2,1,120000,MOCK_NYPD_V1
MOCK-000367,19,MANHATTAN,FELONY,GRAND LARCENY,2025-12-13T05:47:28,5,1,120000,MOCK_NYPD_V1
MOCK-000368,19,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2025-12-17T00:26:29,0,1,120000,MOCK_NYPD_V1
MOCK-000369,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-12-18T09:31:43,9,0,120000,MOCK_NYPD_V1
MOCK-000370,19,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2025-12-18T16:23:14,16,0,120000,MOCK_NYPD_V1
MOCK-000371,19,MANHATTAN,FELONY,GRAND LARCENY,2025-12-19T13:50:21,13,0,120000,MOCK_NYPD_V1
MOCK-000372,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2025-12-28T14:08:27,14,0,120000,MOCK_NYPD_V1
MOCK-000373,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-01-04T05:46:37,5,1,120000,MOCK_NYPD_V1
MOCK-000374,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-01-05T02:07:51,2,1,120000,MOCK_NYPD_V1
MOCK-000375,19,MANHATTAN,FELONY,BURGLARY,2026-01-08T20:54:23,20,1,120000,MOCK_NYPD_V1
MOCK-000376,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-01-14T03:57:12,3,1,120000,MOCK_NYPD_V1
MOCK-000377,19,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-01-15T00:48:30,0,1,120000,MOCK_NYPD_V1
MOCK-000378,19,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-01-23T11:58:25,11,0,120000,MOCK_NYPD_V1
MOCK-000379,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-01-27T19:44:57,19,0,120000,MOCK_NYPD_V1
MOCK-000380,19,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-01-29T12:18:46,12,0,120000,MOCK_NYPD_V1
MOCK-000381,19,MANHATTAN,MISDEMEANOR,HARRASSMENT 2,2026-02-02T21:59:31,21,1,120000,MOCK_NYPD_V1
MOCK-000382,19,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-02-03T05:27:31,5,1,120000,MOCK_NYPD_V1
MOCK-000383,19,MANHATTAN,FELONY,GRAND LARCENY,2026-02-11T15:12:44,15,0,120000,MOCK_NYPD_V1
MOCK-000384,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-02-18T01:27:18,1,1,120000,MOCK_NYPD_V1
MOCK-000385,19,MANHATTAN,FELONY,ROBBERY,2026-02-24T04:46:45,4,1,120000,MOCK_NYPD_V1
MOCK-000386,19,MANHATTAN,FELONY,FELONY ASSAULT,2026-02-27T09:10:10,9,0,120000,MOCK_NYPD_V1
MOCK-000387,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-03-17T08:52:13,8,0,120000,MOCK_NYPD_V1
MOCK-000388,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-03-22T11:20:11,11,0,120000,MOCK_NYPD_V1
MOCK-000389,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-03-27T22:43:10,22,1,120000,MOCK_NYPD_V1
MOCK-000390,19,MANHATTAN,FELONY,FELONY ASSAULT,2026-03-30T15:08:35,15,0,120000,MOCK_NYPD_V1
MOCK-000391,19,MANHATTAN,MISDEMEANOR,PETIT LARCENY,2026-04-06T06:58:35,6,0,120000,MOCK_NYPD_V1
MOCK-000392,19,MANHATTAN,MISDEMEANOR,CRIMINAL MISCHIEF,2026-04-13T14:33:36,14,0,120000,MOCK_NYPD_V1
MOCK-000393,19,MANHATTAN,MISDEMEANOR,MISDEMEANOR ASSAULT,2026-04-17T16:27:29,16,0,120000,MOCK_NYPD_V1
